Organization,Year,Month,Request Number,Summary,Disposition,Number of Pages
Department of Justice,2013,02,A-2012-01852,"Legal fees and associated costs for the Department related to the court case affecting the sale of the Kapyong Barracks site in Winnipeg, Manitoba, from January 2011 to December 2012.",Disclosed in part,9
Department of Justice,2013,03,A-2011-00663,"All documents setting out the assumptions used in the cost assessments of the criminal justice and criminal justice system bills that were tabled during the 40th session of Parliament but were not passed into law by March 26, 2011.",Disclosed in part,144
Department of Justice,2013,03,A-2012-00271,"Finalized implementation plans for 2012-2014 departmental workforce adjustment, direction on notifying the Legal Advisor (LA) group or the Association of Justice Counsel as well as announcements that have been made to affected LAs, excluding names.",Disclosed in part,75
Department of Justice,2013,03,A-2012-00916,"Final copies or recent drafts of briefing notes, Question Period notes and memoranda prepared by or sent to the Minister between September 1 and 20, 2012. Please exclude Cabinet confidences.",Disclosed in part,238
Department of Justice,2013,03,A-2012-00920,"Correspondence that has been sent and received by the Minister of Justice between September 3 and 7, 2012. Please exclude Cabinet confidences, congratulatory and thank you letters as well as letters from the public.",Disclosed in part,348
Department of Justice,2013,03,A-2012-00928,"Records prepared for the Minister regarding Bill C-2 from February 6, 2006 to February 28, 2008 and found within the first 5 hours of search through the ""Supporting Documents"" file. Include document dates, number of pages and number of revisions.",Disclosed in part,23
Department of Justice,2013,03,A-2012-01178,"Briefing notes prepared for the Minister from October 24, 2012, to October 29, 2012. Exclude documents containing Cabinet Confidences and those requiring external consultations.",Disclosed in part,104
Department of Justice,2013,03,A-2012-01293,"Screen shots of subject headers in the email inbox and folders of Patricia Johnston, Legal Counsel, from December 1, 2010, to December 13, 2012, using various keywords.",Disclosed in part,51
Department of Justice,2013,03,A-2012-01296,"Screen shots of subject headers in the email inbox and folders of Ryan Ross, Legal Counsel, from December 1, 2010, to December 13, 2012, using various keywords.",Disclosed in part,30
Department of Justice,2013,03,A-2012-01399,"From February 14, 2012, to May 30, 2012: all emails, briefing notes, memos, correspondence and any references to any meetings regarding Sean Casey, Member of Parliament, and Order Paper Question #465, dated February 15, 2012.",Disclosed in part,41
Department of Justice,2013,03,A-2012-01441,Copy of briefing note BN 2012-0018046.,Disclosed in part,19
Department of Justice,2013,03,A-2012-01701,Copies of select reports completed by the Department of Justice Canada Research and Statistics Division in 2012.,Disclosed in part,204
Department of Justice,2013,03,A-2012-01723,"All records pertaining to the Automatic Firearms Country Control List from September 1, 2012, to the present (January 21, 2013).",All exempted,0
Department of Justice,2013,03,A-2012-01769,"The bill of lading prepared by Cassidy’s Transfer & Storage Ltd. for the 2011 Ontario Superior Court case Cassidy’s Transfer & Storage Ltd. v. 144736 Ontario Inc., court file #09-882-SR.",Disclosed in part,10
Department of Justice,2013,03,A-2012-01784,"Total and annual costs of relocations of departmental employees between 2005 and the present, January 29, 2013. Please include the year and location of each relocation and the number of employees relocated.",Disclosed in part,48
Department of Justice,2013,03,A-2012-01804,"The addresses of all websites that have been accessed on Internet-enabled devices issued to the Minister of Justice between 12:01 a.m. on February 1, 2012, and 12:01 a.m. on February 14, 2012.",No records exist,0
Department of Justice,2013,03,A-2012-01808,All records related to the cancellation of a contract to study criminal trajectories among youth from official language minority communities (Merx solicitation #1000010921).,Disclosed in part,19
Department of Justice,2013,03,A-2012-01811 *,Research report: Health Impacts of Violent Victimization on Women and their Children.,All exempted,0
Department of Justice,2013,03,A-2012-01812 *,Research Report: Gladue Practices in the Provinces and Territories.,All exempted,0
Department of Justice,2013,03,A-2012-01813 *,Research report: A Review of DNA Lab Requests from Municipal Departments and RCMP Detachment in the Lower Mainland of B.C. (2006-2011).,All exempted,0
Department of Justice,2013,03,A-2012-01815,"Information relating to the assistance provided by Her Majesty's Canadian Ship (HMCS) Protecteur to the merchant vessel Essi Silje in the Atlantic ocean in June 1982, for which a legal claim was made for salvage rights.",No records exist,0
Department of Justice,2013,03,A-2012-01866,"Statistics or other data that show the number of physical, sexual or verbal harassment complaints involving one or more employees from your department between 2005 and February 9, 2013.",Disclosed in part,34
Department of Justice,2013,03,A-2012-01867,"Total costs per year and the number of employees per year who have had training on physical, sexual or verbal harassment between 2005 and February 9, 2013.",All disclosed,4
Department of Justice,2013,03,A-2012-01901,"All documents related to the reclassification of methylenedioxymethamphetamine, commonly known as MDMA, from a Schedule III to a Schedule I substance for the period of May 2 to September 20, 2011.",No records exist,0
Department of Justice,2013,03,A-2012-01908,"English and French versions of clause-by-clause analysis of bills that were eventually assented to amending the Criminal Code and which were sent to the House of Commons Justice Committee during the 38th Parliament, 1st Session.",All excluded,1240
Department of Justice,2013,03,A-2012-01912,"All documents pertaining to the total cost of the production of the French and English Shifting the Conversation video, including the cost for development of script, translation, and staff time involved.",Disclosed in part,59
Department of Justice,2013,03,A-2012-01917,The Department of Justice library's index of legal opinions.,Disclosed in part,1016
Department of Justice,2013,03,A-2012-01929,"All records, including those at the Assistant Deputy Minister level and above, regarding the decision to abandon Bill C-30, from January 1, 2013, to the present (February 22, 2013). Exclude any information requiring Privy Council Office consultation.",Disclosed in part,196
Department of Justice,2013,03,A-2012-01972,"All Question Period material prepared for or used by the Ministers and/or Parliamentary Secretaries from January 28 to February 1, 2013.",All disclosed,3
