Organisation,Annee,Mois,Numero de la demande,Sommaire de la demande,Disposition,Nombre de pages
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00083,"Une copie de l'étude/du rapport préparé par SEPW Architecture Inc., par le biais d'une entente de service particulière avec Travaux publics et Services gouvernementaux Canada, au nom d'Agriculture et Agroalimentaire Canada (AAC).",Divulgation partielle,76
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00084,"Une copie de tous les modèles, lignes directrices, normes, politiques et autres outils d'orientation utilisés par votre organisation pour la préparation de mémoires ou de notes d'information à l'intention de votre ministre.",Divulgation totale,56
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00091,Commandes et contrats pour les offres à commandes (OC) et les arrangements en matière d'approvisionnement (AMA) centrés sur les tâches pour les services de travail temporaire (STT) et les Services professionnels en informatique centrés sur les tâches (SPICT).,Divulgation partielle,57
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00092,"Une liste de toutes les notes d'information ministérielles et de tous les mémoires préparés entre le 1er juin 2013 et le 6 janvier 2014, à l'exclusion des renseignements confidentiels du Cabinet.",Divulgation partielle,29
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00093,Connaissez-vous des cas de toxi-infections alimentaires survenus au Canada (ou à l'étranger) qui ont été imputés initialement à des produits biologiques mais dont la toxi-infection s'est révélée plus tard provenir d'aliments traditionnels?,Aucun document existant,0
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00034,Tous les documents relatifs à la Ferme expérimentale de Kapuskasing pour la période allant du 1er mars 2013 au 30 mai 2013,Divulgués en partie,1349
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00044,"Fournir les dossiers ministériels pour 2011, 2012 et 2013, y compris les notes d'information, les rapports, les vérifications, les évaluations des risques sur l'industrie canadienne des aliments pour animaux de compagnie et ses concurrents étrangers et à venir.",Divulgués en partie,165
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00054,"Notes d'information citées : MIN 186591, MIN 186674, MIN 188887, MIN 189357, MIN 189792, MIN 189808, MIN 189983, MIN 190394, MIN 190586",Divulgués en partie,73
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00074,Obtenir les coûts dépensés par année financière du 1er avril 2010 jusqu' à ce jour (le 14 novembre 2013) pour rénover ou améliorer les bureaux du Ministère d'Agriculture et Agroalimentaire Canada à Ottawa.,Divulgués en partie,5
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00075,Montant total des dépenses pour les prix de reconnaissance à AAC depuis 2006 jusqu'à présent.,Divulgués en totalité,67
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00076,"Tous les dossiers liés aux nombreuse tentatives de XL Foods de communiquer directement avec des hauts fonctionnaires du Cabinet du ministre, comme le mentionne l'évaluation indépendante qui a suivi le rappel de boeuf de 2012.",Documents n'existent pas,0
Agriculture et Agroalimentaire Canada,2013,12,A-2013-00077,Arrangements en matière d’approvisionnement découlant des Services d’aide temporaire pour la RCN de janvier 2013 à octobre 2013.,Divulgués en partie,5
Agriculture et Agroalimentaire Canada,2013,11,A-2013-00045,"Fournir des copies de tous les documents, y compris les notes de breffage, les documents d'information, la correspondance, les courriels, les communiqués de presse, les fiches parlementaires et autres, où il est question du Réseau canadien d'action sur les biotechnologies et qui ont été produits du 1er janvier 2010 au 12 août 2013.",Divulgués en partie,143
Agriculture et Agroalimentaire Canada,2013,11,A-2013-00064,"Toutes les notes de breffage, tous les courriels et autres adressés au ministre de l'Agriculture et de l'Agroalimentaire du Canada et au sous-ministre du mois d'août jusqu'au mois d'octobre 2013 (jusqu'à ce jour qui est le 15 octobre 2013) et portant sur la suspension des services publics par le gouvernement américain.",Divulgués en totalité,3
Agriculture et Agroalimentaire Canada,2013,11,A-2013-00065,Tous les documents (incluant les communications par courriel) où il est question de la décision de transférer l'Agence canadienne d'inspection des aliments (ACIA) et/ou l'inspection des aliments à Santé Canada.,Documents n'existent pas,0
Agriculture et Agroalimentaire Canada,2013,11,A-2013-00069,"Obtenir copie de tout document me permettant de voir toutes los sommes dépensées pour l'achat de tous les cadres du Premier ministre du Canada Stephen Harper dans les bureaux du ministre responsable d'Agriculture et Agroalimentaire Canada et ce depuis le 1er janvier 2006 à ce jour, le 23 octobre 2013. Je veux copie de toutes les factures pour des achats de cadre(s) de Stephen Harper incluant coûts installations de ce ou ces cadres du premier ministre Stephen Harper.",Divulgués en partie,1
Agriculture et Agroalimentaire Canada,2013,11,A-2013-00071,"Fiches parlementaires des ministres ou des secrétaires parlementaires, du 16 octobre 2013 au 21 octobre 2013.",Divulgués en partie,31
Agriculture et Agroalimentaire Canada,2013,10,A-2013-00047,Toutes les fiches d'information finales du 30 mars 2012 à ce jour (22 août 2013) au sujet des changements et des changements potentiels dans les programmes et services offerts actuellement ou qui ne sont plus offerts par l'institution en raison des contraintes budgétaires annoncées dans le Budget de 2012.,Divulgués en partie,59
Agriculture et Agroalimentaire Canada,2013,10,A-2013-00052,"Fournir tous les contrats de services professionnels centrés sur les tâches (SPCT), les arrangements en matière d’approvisionnement (AA) et les offres à commandes (OC) ainsi que toutes les offres à commandes et les arrangements en matière d’approvisionnement visant des services professionnels en informatique centrés sur les tâches (SPICT) qui ont été adjugés dans la région de la capitale nationale pour les mois d'avril, mai et juin 2013.",Divulgués en partie,41
Agriculture et Agroalimentaire Canada,2013,10,A-2013-00055,"Copies de tous les dossiers concernant les animaux importés des États-Unis pour utilisation dans des cirques, allant du 1er août 2012 au 20 septembre 2013.",Documents n'existent pas,0
Agriculture et Agroalimentaire Canada,2013,10,A-2013-00056,Tous les contrats et accords de financement avec l'Institut Pembina/la fondation Pembina depuis le 1er janvier 2005 (jusqu'au 23 septembre 2013).,Divulgués en partie,68
Agriculture et Agroalimentaire Canada,2013,10,A-2013-00060,"Obtenir copie de toutes données incluant statistiques ou autres données que détient votre organisme et ou ministère concernant les heures supplémentaires, montants d'argents payés en salaire annuellement, nombre d'employés travaillant",Divulgués en totalité,2
Agriculture et Agroalimentaire Canada,2013,10,A-2013-00061,"Veuillez fournir les comptes rendus de la réunion Innovation et développement des marchés à l'avant-plan du prochain cadre stratégique agricole, ayant eu lieu à Gatineau (Québec), le 20 avril 2012.",Divulgués en partie,2
Agriculture et Agroalimentaire Canada,2013,09,A-2012-00125,Tous les documents préparés depuis le 1er janvier 2011 jusqu'à ce jour (11 février 2013) concernant les demandes de financement par des entreprises souhaitant construire des installations d'éthanol à Oshawa. Nous aimerions la version finale ou la dernière ébauche datée de tout document.,Divulgués en partie,6699
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00037,"""Copie de l'entente d'octroi de fonds au partenariat Growing Power Hairy Hill Limited. 
Copies de tous les documents de débours de fonds au partenariat Growing Power Hairy Hill Limited. 
Copies de tous les documents de correspondance au partenariat Growing Power Hairy Hill Limited concernant les fonds octroyés. 
Copie de la correspondance prolongeant le paiement final des fonds de la subvention au 31 mars 2014.""",Divulgués en partie,102
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00043,"Fournir les rapports 2012 et 2013 et les interventions ministérielles concernant les casinos concurrents ou d'autres établissements de jeu qui diminuent ou pourraient diminuer les paris qui sont faits dans les hippodromes et les revenus qui y sont générés, et concernant les efforts de l'Agence du pari mutuel et du ministre qui visaient à générer une augmentation du taux de fréquentation des hippodromes ou des casinos, tout particulièrement en ce qui se rapporte à l'ajout de nouvelles installations en Ontario et ailleurs au pays.",Divulgués en partie,91
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00046,"Tous les documents d'information, les textes de politique, les comptes rendus, les instructions, les historiques, les cartes, les dessins, les vignettes, les photos, les communiqués de presse, les caractéristiques techniques d'explosifs, les détails de la distribution des fragments de la pierre ""mistasiniy"" aussi appelée Mistusinne.",Divulgués en totalité,19
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00048,"Copies de toutes les nouvelles demandes d'aide temporaire et des nouveaux arrangements d'approvisionnement, émis du 1er mai 2013 au 31 juillet 2013.",Divulgués en totalité,3
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00049,"""Invest Agriculture Foundation of BC (IAFBC) a octroyé durant les mois de mai à août 2010 – ou à une date avoisinant cette période – la somme de 108 000 $ sous forme de subvention à l'IAFBC (veuillez consulter le site Web à l'adresse www.iafbc.ca) – projet et résultats – grandes lignes des projets – projets attribués durant les mois de mai à août 2010.""",Divulgués en totalité,3
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00050,Les réponses à toutes les demandes d'accès à l'information reçues par Agriculture et Agroalimentaire Canada du 1er janvier 2009 au 31 décembre 2010.,Documents n'existent pas,0
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00051,"Toutes les commandes subséquentes à un arrangement en matière d'approvisionnement (AA) et à une offre permanente portant sur des services d'aide temporaire, ayant été émises dans la région de la capitale nationale durant les mois d'avril, de mai et de juin 2013.",Documents n'existent pas,0
Agriculture et Agroalimentaire Canada,2013,09,A-2013-00053,"Copies de toutes les notes de breffage, des mémoires et/ou des notes de période de question préparées pour le sous-ministre, le ministre ou le cabinet du ministre dans la période allant du 1er juin 2013 au 7 septembre 2013 concernant le Groupe d'experts intergouvernemental sur l'évolution du climat (GIEC) ou le cinquième rapport d'évaluation du GIEC. Veuillez noter également toute stratégie de communication préparée ou reçue par Agriculture et Agroalimentaire Canada concernant le cinquième rapport d'évaluation du GIEC durant la même période.",Documents n'extent pas,0
